Player,position_clean,Age,KTC Value,multi_year_prod_score,combined_score,avg_ppg,n_seasons,tier,tier_rank
Cade Stover,TE,26.0,1394,2294.9,1664.3,3.682467460632324,2.0,Unclassified,99
Zavion Thomas,WR,,1394,418.2,1101.3,0.0,0.0,Unclassified,99
Chris Brooks,RB,26.5,1393,1360.3,1383.2,3.179166793823242,2.0,Unclassified,99
Tyson Bagent,QB,26.0,1391,417.3,1098.9,0.0,0.0,Unclassified,99
Malik Davis,RB,27.6,1390,2191.7,1630.5,5.122222423553467,2.0,Unclassified,99
Ja'Lynn Polk,WR,24.2,1390,1931.8,1552.5,4.087500095367432,1.0,Unclassified,99
Tahj Washington,WR,25.1,1373,411.9,1084.7,0.0,0.0,Unclassified,99
George Holani,RB,26.5,1364,1654.5,1451.1,3.866666793823242,1.0,Unclassified,99
Justice Hill,RB,28.6,1357,3415.6,1974.6,7.982597827911377,4.0,Unclassified,99
Caleb Douglas,WR,22.8,1355,406.5,1070.4,0.0,0.0,Unclassified,99
Dyami Brown,WR,26.6,1344,2681.5,1745.2,5.6737961769104,3.0,Unclassified,99
Eli Heidenreich,RB,23.0,1319,395.7,1042.0,0.0,0.0,Unclassified,99
Dillon Gabriel,QB,25.5,1315,4172.8,2172.3,10.29714298248291,1.0,Unclassified,99
Jameis Winston,QB,32.5,1306,5125.9,2452.0,12.649090766906738,1.0,Unclassified,99
Konata Mumpfield,WR,23.7,1306,1795.9,1453.0,3.799999952316284,1.0,Unclassified,99
Raheim Sanders,RB,24.0,1305,391.5,1030.9,0.0,0.0,Unclassified,99
Tyler Higbee,TE,33.5,1292,5291.8,2491.9,8.491414070129395,3.0,Unclassified,99
Kendrick Bourne,WR,30.9,1284,4211.3,2162.2,8.910714149475098,4.0,Unclassified,99
Davis Mills,QB,27.7,1270,4964.5,2378.4,12.250666618347168,2.0,Unclassified,99
Erick All,TE,25.8,1263,3187.2,1840.3,5.114285469055176,1.0,Unclassified,99
Marcus Mariota,QB,32.7,1257,6180.5,2734.0,15.251453399658203,2.0,Unclassified,99
Olamide Zaccheaus,WR,28.9,1253,3335.4,1877.7,7.057516574859619,4.0,Unclassified,99
Devin Singletary,RB,28.8,1249,4002.7,2075.1,9.354814529418945,4.0,Unclassified,99
Tommy Tremble,TE,26.1,1249,3205.6,1836.0,5.143869400024414,4.0,Unclassified,99
Will Levis,QB,27.0,1245,4962.4,2360.2,12.245656967163086,2.0,Unclassified,99
Ty Johnson,RB,28.8,1242,2362.1,1578.0,5.520577907562256,4.0,Unclassified,99
Keenan Allen,WR,34.2,1227,7901.3,3229.3,16.718507766723633,4.0,Unclassified,99
Tanner McKee,QB,26.2,1225,367.5,967.8,0.0,0.0,Unclassified,99
Malachi Corley,WR,24.3,1224,1244.5,1230.1,2.633333444595337,1.0,Unclassified,99
Tai Felton,WR,23.3,1221,366.3,964.6,0.0,0.0,Unclassified,99
Xavier Restrepo,WR,24.2,1219,365.7,963.0,0.0,0.0,Unclassified,99
Jalin Hyatt,WR,24.8,1218,2849.8,1707.5,6.029999732971191,1.0,Unclassified,99
Rasheen Ali,RB,25.4,1213,1479.2,1292.9,3.4571430683135986,1.0,Unclassified,99
Tyler Huntley,QB,28.4,1210,4758.9,2274.7,11.743332862854004,1.0,Unclassified,99
Elijah Higgins,TE,25.7,1201,2620.5,1626.8,4.204990863800049,3.0,Unclassified,99
Adam Randall,RB,,1200,360.0,948.0,0.0,0.0,Unclassified,99
Kameron Johnson,WR,24.3,1193,357.9,942.5,0.0,0.0,Unclassified,99
Efton Chism,WR,24.7,1192,357.6,941.7,0.0,0.0,Unclassified,99
Mitchell Evans,TE,23.3,1185,2730.7,1648.7,4.3818182945251465,1.0,Unclassified,99
Phil Mafah,RB,23.7,1176,352.8,929.0,0.0,0.0,Unclassified,99
Michael Trigg,TE,,1166,349.8,921.1,0.0,0.0,Unclassified,99
Emari Demercado,RB,27.4,1158,2432.1,1540.2,5.683990478515625,3.0,Unclassified,99
Donovan Edwards,RB,23.3,1155,346.5,912.4,0.0,0.0,Unclassified,99
Greg Dortch,WR,28.1,1153,3904.4,1978.4,8.261489868164062,4.0,Unclassified,99
Deion Burks,WR,,1151,345.3,909.3,0.0,0.0,Unclassified,99
Elijah Moore,WR,26.2,1150,3465.2,1844.6,7.331975936889648,4.0,Unclassified,99
Luke Schoonmaker,TE,27.8,1147,2563.8,1572.0,4.114057540893555,3.0,Unclassified,99
Trey Palmer,WR,25.2,1139,2635.9,1588.1,5.577444076538086,2.0,Unclassified,99
Gabriel Davis,WR,27.2,1121,4984.3,2280.0,10.546297073364258,4.0,Unclassified,99
Joe Flacco,QB,41.4,1120,6611.8,2767.5,16.315664291381836,3.0,Unclassified,99
Trey Lance,QB,26.1,1120,336.0,884.8,0.0,0.0,Unclassified,99
KaVontae Turpin,WR,29.9,1117,2731.2,1601.3,5.778968334197998,3.0,Unclassified,99
Gardner Minshew,QB,30.1,1114,5088.2,2306.3,12.555999755859375,2.0,Unclassified,99
Mack Hollins,WR,32.8,1101,3993.4,1968.7,8.449779510498047,4.0,Unclassified,99
Jordan Watkins,WR,24.4,1097,329.1,866.6,0.0,0.0,Unclassified,99
Javon Baker,WR,24.4,1094,328.2,864.3,0.0,0.0,Unclassified,99
Jacob Cowing,WR,25.4,1088,326.4,859.5,0.0,0.0,Unclassified,99
Sam Howell,QB,25.8,1075,6592.1,2730.1,16.267059326171875,1.0,Unclassified,99
Jonathan Mingo,WR,25.2,1073,2096.8,1380.1,4.436666965484619,2.0,Unclassified,99
Kalel Mullings,RB,23.7,1070,321.0,845.3,0.0,0.0,Unclassified,99
Bam Knight,RB,25.2,1056,4016.3,1944.1,9.386507987976074,2.0,Unclassified,99
Kenny Pickett,QB,28.1,1056,4373.1,2051.1,10.791410446166992,2.0,Unclassified,99
Joe Mixon,RB,29.9,1053,6983.8,2832.2,16.321813583374023,3.0,Unclassified,99
Seth McGowan,RB,,1032,309.6,815.3,0.0,0.0,Unclassified,99
Isaiah Hodgins,WR,27.7,1031,4171.8,1973.2,8.827272415161133,2.0,Unclassified,99
Tyler Goodson,RB,25.6,1031,1346.3,1125.6,3.1464285850524902,2.0,Unclassified,99
Kenny McIntosh,RB,26.3,1021,1369.2,1125.5,3.200000047683716,1.0,Unclassified,99
Jake Bobo,WR,27.9,1020,1814.1,1258.2,3.8384616374969482,2.0,Unclassified,99
Charlie Kolar,TE,27.4,1016,2579.6,1485.1,4.139286041259766,3.0,Unclassified,99
Brevin Jordan,TE,26.0,1011,3084.8,1633.1,4.949999809265137,2.0,Unclassified,99
Jared Wiley,TE,25.6,1007,302.1,795.5,0.0,0.0,Unclassified,99
Tyrell Shavers,WR,26.9,1003,2515.3,1456.7,5.3222222328186035,1.0,Unclassified,99
Taylen Green,QB,,1002,300.6,791.6,0.0,0.0,Unclassified,99
Dameon Pierce,RB,26.4,996,3263.6,1676.3,7.627272129058838,3.0,Unclassified,99
Arian Smith,WR,24.7,996,708.9,909.9,1.5,1.0,Unclassified,99
Nick Westbrook-Ikhine,WR,29.3,992,3834.6,1844.8,8.113752365112305,4.0,Unclassified,99
Israel Abanikanda,RB,23.7,991,297.3,782.9,0.0,0.0,Unclassified,99
Skyy Moore,WR,25.8,990,1661.9,1191.6,3.5163888931274414,3.0,Unclassified,99
Jonnu Smith,TE,30.8,981,5915.5,2461.4,9.49226188659668,4.0,Unclassified,99
Michael Carter,RB,27.1,976,2854.5,1539.6,6.671154022216797,3.0,Unclassified,99
Tyler Badie,RB,26.4,976,1069.7,1004.1,2.5,1.0,Unclassified,99
Bo Melton,WR,27.1,975,2478.3,1426.0,5.2439398765563965,3.0,Unclassified,99
David Bell,WR,25.5,967,2728.3,1495.4,5.772916793823242,2.0,Unclassified,99
Drew Lock,QB,29.6,963,5044.7,2187.5,12.44857120513916,1.0,Unclassified,99
Sione Vaki,RB,24.9,957,287.1,756.0,0.0,0.0,Unclassified,99
CJ Daniels,WR,24.5,952,285.6,752.1,0.0,0.0,Unclassified,99
Zach Wilson,QB,26.9,939,4640.6,2049.5,11.45138931274414,2.0,Unclassified,99
Tyler Scott,WR,24.7,938,1512.3,1110.3,3.200000047683716,1.0,Unclassified,99
Lil'Jordan Humphrey,WR,28.2,934,2842.4,1506.5,6.0143818855285645,3.0,Unclassified,99
Zach Ertz,TE,35.6,930,6683.0,2655.9,10.723889350891113,4.0,Unclassified,99
Cyrus Allen,WR,,922,276.6,728.4,0.0,0.0,Unclassified,99
J'Mari Taylor,RB,,918,275.4,725.2,0.0,0.0,Unclassified,99
Mason Tipton,WR,25.8,909,1613.6,1120.4,3.414285659790039,1.0,Unclassified,99
Brock Wright,TE,27.6,890,3504.1,1674.2,5.622777462005615,4.0,Unclassified,99
Davis Allen,TE,25.4,885,2795.4,1458.1,4.485714435577393,1.0,Unclassified,99
Le'Veon Moss,RB,23.6,881,264.3,696.0,0.0,0.0,Unclassified,99
Jamari Thrash,WR,25.5,875,1397.6,1031.8,2.9571430683135986,1.0,Unclassified,99
Hassan Haskins,RB,26.6,874,1549.8,1076.7,3.622142791748047,2.0,Unclassified,99
Xavier Gipson,WR,25.3,858,1676.5,1103.6,3.547435760498047,2.0,Unclassified,99
Sam Roush,TE,,850,255.0,671.5,0.0,0.0,Unclassified,99
Demarcus Robinson,WR,31.8,848,4304.0,1884.8,9.106990814208984,4.0,Unclassified,99
Jawhar Jordan,RB,26.9,842,252.6,665.2,0.0,0.0,Unclassified,99
Cole Payton,QB,,829,248.7,654.9,0.0,0.0,Unclassified,99
Frank Gore Jr.,RB,24.3,827,248.1,653.3,0.0,0.0,Unclassified,99
Brenden Rice,WR,24.3,805,241.5,636.0,0.0,0.0,Unclassified,99
Matthew Hibner,TE,,804,241.2,635.2,0.0,0.0,Unclassified,99
Jam Miller,RB,,798,239.4,630.4,0.0,0.0,Unclassified,99
Kendall Milton,RB,24.4,792,237.6,625.7,0.0,0.0,Unclassified,99
Bub Means,WR,25.5,790,237.0,624.1,0.0,0.0,Unclassified,99
Zavier Scott,RB,27.0,788,2107.3,1183.8,4.924999713897705,1.0,Unclassified,99
Alexander Mattison,RB,28.0,742,3399.5,1539.2,7.944854736328125,3.0,Unclassified,99
Barion Brown,WR,22.5,716,214.8,565.6,0.0,0.0,Unclassified,99
Ty Chandler,RB,28.1,702,2269.7,1172.3,5.304615497589111,2.0,Unclassified,99
Jack Endries,TE,,693,207.9,547.5,0.0,0.0,Unclassified,99
Kareem Hunt,RB,30.9,623,4093.8,1664.2,9.567646980285645,4.0,Unclassified,99
Ainias Smith,WR,25.1,617,185.1,487.4,0.0,0.0,Unclassified,99
Samaje Perine,RB,30.8,607,3138.7,1366.5,7.335371494293213,4.0,Unclassified,99
Tyler Johnson,WR,27.8,593,3089.0,1341.8,6.536110877990723,2.0,Unclassified,99
Johnny Wilson,WR,25.2,550,165.0,434.5,0.0,0.0,Unclassified,99
Terrell Jennings,RB,25.3,550,165.0,434.5,0.0,0.0,Unclassified,99
Van Jefferson,WR,29.9,544,3081.2,1305.2,6.51965856552124,4.0,Unclassified,99
Mason Rudolph,QB,31.0,542,5207.3,1941.6,12.850000381469727,1.0,Unclassified,99
Kyle McCord,QB,23.8,530,159.0,418.7,0.0,0.0,Unclassified,99
Jeremy Ruckert,TE,25.9,528,2048.9,984.3,3.287710428237915,3.0,Unclassified,99
AJ Dillon,RB,28.2,527,2788.2,1205.4,6.516274929046631,3.0,Unclassified,99
Derius Davis,WR,25.8,509,1346.4,760.2,2.8488097190856934,2.0,Unclassified,99
LaJohntay Wester,WR,24.2,508,152.4,401.3,0.0,0.0,Unclassified,99
Elijah Mitchell,RB,28.2,507,2892.9,1222.8,6.7610392570495605,2.0,Unclassified,99
Aidan O'Connell,QB,27.8,502,4714.8,1765.8,11.634647369384766,2.0,Unclassified,99
Thomas Fidone,TE,23.8,502,150.6,396.6,0.0,0.0,Unclassified,99
Jake Browning,QB,30.2,499,7575.0,2621.8,18.6924991607666,1.0,Unclassified,99
Grant Calcaterra,TE,27.6,499,2595.1,1127.8,4.164285659790039,2.0,Unclassified,99
Harrison Bryant,TE,28.2,498,3154.6,1295.0,5.0619659423828125,2.0,Unclassified,99
Nathan Carter,RB,24.1,498,149.4,393.4,0.0,0.0,Unclassified,99
Tyler Conklin,TE,30.9,495,4862.2,1805.2,7.802083492279053,3.0,Unclassified,99
Khalil Herbert,RB,28.2,492,3191.1,1301.7,7.45801305770874,3.0,Unclassified,99
Kalif Raymond,WR,31.9,491,2982.1,1238.3,6.309803485870361,4.0,Unclassified,99
Josh Oliver,TE,29.3,490,3492.5,1390.8,5.604276180267334,4.0,Unclassified,99
Malik Benson,WR,,175,52.5,138.2,0.0,0.0,Unclassified,99
