name,position,nfl_team,age,owner,on_taxi,KTC Value,multi_year_prod_score,combined_score,avg_ppg,n_seasons,tier,tier_rank,is_my_team
Jake Ferguson,TE,DAL,27,sethfriedman12,False,3226.0,6550.8,4223.4,10.511739730834961,4.0,Serviceable,9,False
Chris Rodriguez,RB,JAX,26,sethfriedman12,False,2592.0,2518.0,2569.8,5.8847222328186035,3.0,Serviceable,9,False
TreVeyon Henderson,RB,NE,23,sethfriedman12,False,5437.0,4525.3,5163.5,10.576190948486328,1.0,Upside Shot,7,False
Travis Hunter,WR,JAX,23,sethfriedman12,False,3341.0,4307.5,3631.0,9.114285469055176,1.0,Upside Premier,3,False
Calvin Ridley,WR,TEN,31,sethfriedman12,False,1869.0,5022.4,2815.0,10.626890182495117,3.0,Serviceable,9,False
Khalil Shakir,WR,BUF,26,sethfriedman12,False,2971.0,5059.8,3597.6,10.706019401550293,4.0,Serviceable,9,False
Oscar Delp,TE,NO,22,sethfriedman12,True,1323.0,396.9,1045.2,0.0,0.0,Jag Developmental,10,False
Tre' Harris,WR,LAC,24,sethfriedman12,False,2756.0,2312.6,2623.0,4.893333435058594,1.0,Jag Insurance,11,False
Jaylen Warren,RB,PIT,27,sethfriedman12,False,3161.0,4664.1,3611.9,10.9005708694458,4.0,Serviceable,9,False
Matthew Stafford,QB,LAR,38,GreyWaedekin27,False,3762.0,7152.2,4779.1,17.64936065673828,4.0,Short-term Production,8,False
Cade Otton,TE,TB,27,GreyWaedekin27,False,2313.0,5750.2,3344.2,9.226984024047852,4.0,Serviceable,9,False
Christian McCaffrey,RB,SF,29,GreyWaedekin27,False,4993.0,10000.0,6495.1,23.370996475219727,3.0,Productive Vet,5,False
Wan'Dale Robinson,WR,TEN,25,GreyWaedekin27,False,3533.0,5237.4,4044.3,11.08193588256836,4.0,Mainstay,4,False
Brian Robinson,RB,ATL,27,GreyWaedekin27,False,2379.0,4805.7,3107.0,11.231471061706543,4.0,Serviceable,9,False
James Conner,RB,ARI,31,GreyWaedekin27,False,1794.0,6651.8,3251.3,15.545832633972168,3.0,Short-term Production,8,False
D'Andre Swift,RB,CHI,27,GreyWaedekin27,False,3556.0,5695.8,4197.9,13.311640739440918,4.0,Mainstay,4,False
Trevor Etienne,RB,CAR,21,GreyWaedekin27,True,2060.0,670.3,1643.1,1.5666667222976685,1.0,Jag Developmental,10,False
CeeDee Lamb,WR,DAL,27,GreyWaedekin27,False,7267.0,9316.9,7882.0,19.71385955810547,4.0,Cornerstone,1,False
Jared Goff,QB,DET,31,GreyWaedekin27,False,4678.0,7458.2,5512.1,18.404253005981445,4.0,Productive Vet,5,False
Brenton Strange,TE,JAX,25,GreyWaedekin27,False,2990.0,5129.3,3631.8,8.230769157409668,2.0,Mainstay,4,False
Sam Darnold,QB,SEA,28,GreyWaedekin27,False,4660.0,6648.6,5256.6,16.40648078918457,3.0,Mainstay,4,False
Justin Jefferson,WR,MIN,26,GreyWaedekin27,False,7759.0,9400.7,8251.5,19.891111373901367,4.0,Cornerstone,1,False
Deebo Samuel,WR,,30,GreyWaedekin27,False,2153.0,6307.2,3399.3,13.345601081848145,4.0,Serviceable,9,False
Brock Purdy,QB,SF,26,GreyWaedekin27,False,5848.0,7783.8,6428.7,19.207735061645508,4.0,Foundational,2,False
Tyreek Hill,WR,,31,GreyWaedekin27,False,2001.0,8800.2,4040.8,18.620479583740234,3.0,Serviceable,9,False
Tank Bigsby,RB,PHI,23,GreyWaedekin27,False,2416.0,2227.0,2359.3,5.204798221588135,3.0,Serviceable,9,False
Saquon Barkley,RB,PHI,29,GreyWaedekin27,False,4922.0,7996.9,5844.5,18.689443588256836,4.0,Productive Vet,5,False
DJ Giddens,RB,IND,22,GreyWaedekin27,True,2060.0,618.0,1627.4,0.0,0.0,Jag Developmental,10,False
Rico Dowdle,RB,PIT,27,GreyWaedekin27,False,3171.0,4302.4,3510.4,10.055037498474121,3.0,Serviceable,9,False
Mike Evans,WR,SF,32,GreyWaedekin27,False,3300.0,7754.1,4636.2,16.407047271728516,4.0,Serviceable,9,False
Justice Hill,RB,BAL,28,GreyWaedekin27,False,1364.0,3415.6,1979.5,7.982597827911377,4.0,Jag Insurance,11,False
Jerry Jeudy,WR,CLE,27,GreyWaedekin27,False,2633.0,5889.2,3609.9,12.461169242858887,4.0,Serviceable,9,False
Jalen Milroe,QB,SEA,23,GreyWaedekin27,True,2235.0,670.5,1765.6,0.0,0.0,Jag Developmental,10,False
Chase Brown,RB,CIN,26,GreyWaedekin27,False,4998.0,5353.2,5104.6,12.511029243469238,3.0,Mainstay,4,False
Brandon Aiyuk,WR,SF,28,gavinw20,False,2296.0,5667.0,3307.3,11.990864753723145,3.0,Serviceable,9,False
Kyler Murray,QB,MIN,28,gavinw20,False,4115.0,7421.3,5106.9,18.313316345214844,3.0,Mainstay,4,False
Garrett Wilson,WR,NYJ,25,gavinw20,False,5704.0,6982.7,6087.6,14.774836540222168,4.0,Foundational,2,False
Calvin Austin,WR,NYG,27,gavinw20,False,1454.0,2866.6,1877.8,6.065395355224609,3.0,Jag Insurance,11,False
Davante Adams,WR,LAR,33,gavinw20,False,3276.0,8261.2,4771.6,17.479970932006836,4.0,Short-term Production,8,False
Rhamondre Stevenson,RB,NE,28,gavinw20,False,2952.0,5620.2,3752.5,13.134913444519043,4.0,Serviceable,9,False
DK Metcalf,WR,PIT,28,gavinw20,False,3534.0,6600.9,4454.1,13.966944694519043,4.0,Serviceable,9,False
Ashton Jeanty,RB,LV,22,gavinw20,False,7585.0,6169.0,7160.2,14.417647361755371,1.0,Cornerstone,1,False
James Cook,RB,BUF,26,gavinw20,False,5987.0,6808.6,6233.5,15.912280082702637,4.0,Foundational,2,False
Chimere Dike,WR,TEN,24,gavinw20,False,2421.0,3441.2,2727.1,7.28125,1.0,Serviceable,9,False
Jalen Nailor,WR,LV,27,gavinw20,False,2350.0,3697.0,2754.1,7.822499752044678,2.0,Jag Insurance,11,False
DeMario Douglas,WR,NE,25,gavinw20,False,2000.0,3663.1,2498.9,7.750767230987549,3.0,Jag Insurance,11,False
Sam LaPorta,TE,DET,25,gavinw20,False,4516.0,7717.0,5476.3,12.383082389831543,3.0,Foundational,2,False
Bo Nix,QB,DEN,26,gavinw20,False,6026.0,7633.8,6508.3,18.83777618408203,2.0,Foundational,2,False
Zach Charbonnet,RB,SEA,25,gavinw20,False,3356.0,3995.5,3547.8,9.337867736816406,3.0,Mainstay,4,False
Skyler Bell,WR,BUF,23,gavinw20,False,2541.0,762.3,2007.4,0.0,0.0,Jag Developmental,10,False
Chig Okonkwo,TE,WAS,26,gavinw20,False,2745.0,4611.2,3304.9,7.399358749389648,4.0,Serviceable,9,False
Deshaun Watson,QB,CLE,30,gavinw20,False,2164.0,5424.3,3142.1,13.385477066040039,2.0,Serviceable,9,False
Juwan Johnson,TE,NO,29,gavinw20,False,2332.0,5947.9,3416.8,9.544295310974121,4.0,Mainstay,4,False
Javonte Williams,RB,DAL,26,gavinw20,False,4509.0,5062.9,4675.2,11.83240795135498,3.0,Mainstay,4,False
Elijah Arroyo,TE,SEA,23,gavinw20,True,2484.0,2693.6,2546.9,4.3222222328186035,1.0,Jag Developmental,10,False
Max Klare,TE,LAR,22,gavinw20,True,2279.0,683.7,1800.4,0.0,0.0,Jag Developmental,10,False
Baker Mayfield,QB,TB,31,gavinw20,False,4786.0,7654.2,5646.5,18.88812828063965,4.0,Productive Vet,5,False
Emmett Johnson,RB,KC,22,gavinw20,True,2569.0,770.7,2029.5,0.0,0.0,Jag Developmental,10,False
Jacory Croskey-Merritt,RB,WAS,25,gavinw20,False,2952.0,3531.3,3125.8,8.252941131591797,1.0,Upside Shot,7,False
Zay Flowers,WR,BAL,25,gavinw20,False,4819.0,6311.8,5266.8,13.355338096618652,3.0,Foundational,2,False
Josh Allen,QB,BUF,30,gavinw20,False,9987.0,10000.0,9990.9,24.676687240600586,4.0,Cornerstone,1,False
Kenyon Sadiq,TE,NYJ,21,gavinw20,False,4167.0,1250.1,3291.9,0.0,0.0,Upside Premier,3,False
Jaylen Waddle,WR,DEN,27,gavinw20,False,4778.0,6417.9,5270.0,13.57972240447998,4.0,Foundational,2,False
